842 0 0 0 0
843 0 0 0 0
844 0 0 0 0
845 2 112 2 108
846 0 0 0 0
847 7 1303 8 3416
848 1 40 1 412
849 4 337 5 271
850 0 0 0 0
851 0 0 0 0
852 0 0 0 0
853 0 0 0 0
854 1 40 1 40
855 0 0 0 0
856 4 192 4 188
857 0 0 0 0
858 2 80 2 80
859 0 0 0 0
860 2 80 2 104
861 0 0 0 0
862 14 1756 19 13017
863 0 0 0 0
864 4 715 4 326
865 0 0 0 0
866 0 0 0 0
867 2 112 2 108
868 42 4663 106 132720
869 200 35107 385 395370
870 131 29278 342 396376
871 111 27460 259 295494
872 103 28497 191 181442
873 142 63987 263 236174
874 46 14304 79 75897
875 6 1961 6 3062
876 63 23745 120 96242
877 23 7788 33 21339
878 3 152 3 148
879 2 80 3 178
880 0 0 0 0
881 1 40 1 40
882 0 0 0 0
883 4 795 4 206
884 1 40 1 159
885 4 160 4 208
886 0 0 0 0
887 5 785 6 406
888 0 0 0 0
889 0 0 0 0
890 2 112 2 108
891 0 0 0 0
892 0 0 0 0
893 0 0 0 0
894 0 0 0 0
895 0 0 0 0
896 0 0 0 0
897 0 0 0 0
898 1 40 1 40
899 1 40 1 40
900 44 18122 62 43608
901 40 10611 93 102245
902 39 17722 49 31218
903 34 10097 35 9426
904 16 4050 23 21307
905 0 0 0 0
906 0 0 0 0
907 1 40 1 40
908 0 0 0 0
909 0 0 0 0
910 0 0 0 0
911 2 112 2 108
912 0 0 0 0
913 0 0 0 0
914 1 40 1 40
915 66 24082 105 86649
916 13 622 13 588
917 0 0 0 0
918 3 120 3 120
919 0 0 0 0
920 0 0 0 0
921 0 0 0 0
922 2 112 2 108
923 0 0 0 0
924 4 715 4 326
925 0 0 0 0
926 1 40 1 40
927 2 106 2 106
928 0 0 0 0
929 2 999 2 602
930 6 2276 8 922
931 39 10504 106 129150
932 22 11653 24 7140
933 49 26386 58 16600
934 30 13270 29 7206
935 32 6270 43 34076
936 8 3230 8 1910
937 40 12006 50 24277
938 4 1304 4 1180
939 13 5154 16 4836
940 0 0 0 0
941 0 0 0 0
942 0 0 0 0
943 0 0 0 0
944 3 152 3 148
945 3 120 4 222
946 1 40 1 40
947 2 113 2 308
948 7 1303 10 9110
949 30 15858 30 8698
950 24 8467 26 9581
951 25 8662 22 4826
952 1 40 1 40
953 0 0 0 0
954 5 265 5 452
955 1 40 1 99
956 0 0 0 0
957 0 0 0 0
958 0 0 0 0
959 0 0 0 0
960 0 0 0 0
961 9 360 11 553
962 1 40 1 69
963 4 160 4 189
964 0 0 0 0
965 5 232 6 330
966 4 193 4 429
967 3 120 3 289
968 0 0 0 0
969 1 40 1 560
970 2 80 2 139
971 2 80 2 80
972 0 0 0 0
973 3 153 3 381
974 1 40 1 89
975 0 0 0 0
976 2 112 2 108
977 1 40 1 40
978 0 0 0 0
979 4 193 4 414
980 0 0 0 0
981 10 400 10 555
982 0 0 0 0
983 4 479 4 232
984 5 755 5 407
985 3 153 3 368
986 0 0 0 0
987 2 112 2 108
988 0 0 0 0
989 1 40 1 40
990 0 0 0 0
991 1 40 1 40
992 0 0 0 0
993 1 40 1 40
994 0 0 0 0
995 0 0 0 0
996 0 0 0 0
997 1 40 1 40
998 2 112 2 108
999 0 0 0 0
1000 0 0 0 0
1001 0 0 0 0
1002 0 0 0 0
1003 0 0 0 0
1004 0 0 0 0
1005 0 0 0 0
1006 12 546 13 846
1007 0 0 0 0
1008 3 120 3 120
1009 2 112 2 108
1010 1 40 1 40
1011 0 0 0 0
1012 1 40 1 40
1013 0 0 0 0
1014 0 0 0 0
1015 0 0 0 0
1016 1 40 1 40
1017 0 0 0 0
1018 1 40 1 40
1019 0 0 0 0
1020 2 112 2 108
1021 0 0 0 0
1022 1 40 1 40
1023 0 0 0 0
1024 1 40 1 40
1025 0 0 0 0
1026 5 200 5 200
1027 0 0 0 0
1028 0 0 0 0
1029 1 40 1 40
1030 0 0 0 0
1031 2 112 2 108
1032 0 0 0 0
1033 0 0 0 0
1034 1 40 1 40
1035 0 0 0 0
1036 1 40 1 40
1037 0 0 0 0
1038 1 40 1 40
1039 0 0 0 0
1040 0 0 0 0
1041 0 0 0 0
1042 3 152 3 148
1043 0 0 0 0
1044 4 715 4 811
1045 0 0 0 0
1046 4 324 4 232
1047 0 0 0 0
1048 0 0 0 0
1049 0 0 0 0
1050 0 0 0 0
1051 6 240 6 240
1052 2 80 3 193
1053 7 312 7 308
1054 0 0 0 0
1055 1 40 1 40
1056 0 0 0 0
1057 1 40 1 40
1058 0 0 0 0
1059 0 0 0 0
1060 0 0 0 0
1061 1 40 1 40
1062 0 0 0 0
1063 1 40 1 40
1064 2 112 2 108
1065 4 160 5 277
1066 0 0 0 0
1067 1 40 1 40
1068 0 0 0 0
1069 1 40 1 40
1070 0 0 0 0
1071 5 200 5 200
1072 0 0 0 0
1073 0 0 0 0
1074 0 0 0 0
1075 2 112 2 108
1076 0 0 0 0
1077 0 0 0 0
1078 0 0 0 0
1079 1 40 1 40
1080 0 0 0 0
1081 0 0 0 0
1082 0 0 0 0
10
